entity,left,right,log_ratio
khan,5,4,0.2630344058
martine aubry,4,5,-0.2630344058
nana,4,5,-0.2630344058
taiwan,4,5,-0.2630344058
luc ferry,9,11,-0.2630344058
france bleu,5,4,0.2630344058
caroline,4,5,-0.2630344058
didier,9,11,-0.2630344058
villeneuve-saint-georges,5,4,0.2630344058
maine-et-loire,4,5,-0.2630344058
somalie,4,5,-0.2630344058
madame le pen,11,9,0.2630344058
repost,4,5,-0.2630344058
🤣😂🤣,5,4,0.2630344058
🤡🤣,4,5,-0.2630344058
gav,5,4,0.2630344058
wesh,11,9,0.2630344058
voyez,4,5,-0.2630344058
tiens !,4,5,-0.2630344058
kanaks,5,4,0.2630344058
corée,9,11,-0.2630344058
auj,5,4,0.2630344058
tn,5,4,0.2630344058
grande bretagne,4,5,-0.2630344058
rappel,5,4,0.2630344058
dembélé,4,5,-0.2630344058
los angeles,11,9,0.2630344058
égyptiens,4,5,-0.2630344058
🪦,5,4,0.2630344058
bouffon,5,4,0.2630344058
lycée averroès,4,5,-0.2630344058
arras,11,9,0.2630344058
écosse,5,4,0.2630344058
groland,5,4,0.2630344058
orange,11,9,0.2630344058
saint-louis,5,4,0.2630344058
bisous,9,11,-0.2630344058
alex,4,5,-0.2630344058
cnr,4,5,-0.2630344058
jm le pen,5,4,0.2630344058
albi,5,4,0.2630344058
françois mitterand,5,4,0.2630344058
^^,4,5,-0.2630344058
payez,4,5,-0.2630344058
louvre,5,4,0.2630344058
bertrand,9,11,-0.2630344058
orient,4,5,-0.2630344058
.et,4,5,-0.2630344058
lozère,4,5,-0.2630344058
maxime,5,4,0.2630344058
cdg,4,5,-0.2630344058
séville,5,4,0.2630344058
lionel jospin,4,5,-0.2630344058
chatgpt,17,14,0.2630344058
seine-et-marne,4,5,-0.2630344058
t,4,5,-0.2630344058
darwin,5,4,0.2630344058
la bise,4,5,-0.2630344058
gafam,4,5,-0.2630344058
us,191,229,-0.2605275502
paris,1450,1213,0.2572790978
🤷🏻‍♂️,42,35,0.2563397533
figaro,36,30,0.2552570552
lfi,30,36,-0.2552570552
🇱,116,138,-0.2485763531
secu,15,18,-0.2479275134
internet,69,58,0.2466399676
amazon,26,31,-0.2451124978
algerie,70,83,-0.2425703033
finlande,12,10,0.2410080995
🥳🥳🥳,12,10,0.2410080995
afrique du nord,12,10,0.2410080995
allah,12,10,0.2410080995
stéphane,12,10,0.2410080995
kevin,25,21,0.2410080995
l’arménie,10,12,-0.2410080995
manche,10,12,-0.2410080995
ubisoft,10,12,-0.2410080995
cc,10,12,-0.2410080995
élisabeth borne,10,12,-0.2410080995
el hamdoullillah,10,12,-0.2410080995
vietnam,19,16,0.2344652536
egypte,19,16,0.2344652536
appli google,46,39,0.2326607568
🤷‍♂️,39,46,-0.2326607568
l’algérie,26,22,0.2313255461
thaïlande,11,13,-0.2223924213
fenêtre d'overton,6,5,0.2223924213
cedh,5,6,-0.2223924213
bravo !!,6,5,0.2223924213
jp,6,5,0.2223924213
emmanuel todd,6,5,0.2223924213
temu,6,5,0.2223924213
bidet,6,5,0.2223924213
bundestag,6,5,0.2223924213
darius rochebin,5,6,-0.2223924213
wahou,6,5,0.2223924213
raymond,5,6,-0.2223924213
indonésie,11,13,-0.2223924213
🎮,5,6,-0.2223924213
😒,5,6,-0.2223924213
parc des princes,6,5,0.2223924213
yes,13,11,0.2223924213
bangladesh,11,13,-0.2223924213
villeurbanne,20,17,0.2223924213
dlc,5,6,-0.2223924213
gpt,6,5,0.2223924213
defend,5,6,-0.2223924213
rima hassan,76,65,0.2223924213
pam,6,5,0.2223924213
ariel,6,5,0.2223924213
fdesouche,6,5,0.2223924213
jean-marie lepen,6,5,0.2223924213
🙏🏼,20,17,0.2223924213
vinci,6,5,0.2223924213
interview,6,5,0.2223924213
hiroshima,6,5,0.2223924213
cnrs,27,23,0.2223924213
francis,5,6,-0.2223924213
modem,5,6,-0.2223924213
du japon,5,6,-0.2223924213
😏,13,11,0.2223924213
bienvenue,6,5,0.2223924213
île-de-france,11,13,-0.2223924213
michelin,11,13,-0.2223924213
praud,20,17,0.2223924213
fnac,5,6,-0.2223924213
ben voilà,5,6,-0.2223924213
troisième reich,6,5,0.2223924213
🤡🤡,79,92,-0.2172307162
marine le pen,288,333,-0.20877861
bravo!,12,14,-0.2064508775
corée du sud,12,14,-0.2064508775
argentine,37,32,0.2035333941
⤵️,174,200,-0.1998405793
méditerranée,38,33,0.1979393776
munich,20,23,-0.1926450779
james bond,6,7,-0.1926450779
prague,6,7,-0.1926450779
jc,13,15,-0.1926450779
barbara,6,7,-0.1926450779
texas,13,15,-0.1926450779
bobo,6,7,-0.1926450779
chère madame,6,7,-0.1926450779
conseil de paris,6,7,-0.1926450779
😉😉,13,15,-0.1926450779
🥚,6,7,-0.1926450779
la terre,15,13,0.1926450779
mercedes,7,6,0.1926450779
charlot,7,6,0.1926450779
ko,7,6,0.1926450779
thomas jolly,7,6,0.1926450779
❤️,7,6,0.1926450779
tg,7,6,0.1926450779
💔,7,6,0.1926450779
madame !,7,6,0.1926450779
david lynch,7,6,0.1926450779
félix tshisekedi,15,13,0.1926450779
félicitations !,7,6,0.1926450779
néron,7,6,0.1926450779
rt,7,6,0.1926450779
aubagne,7,6,0.1926450779
saint-malo,7,6,0.1926450779
asie,28,32,-0.1864131242
félicitations,24,21,0.1844245711
🤔🤔🤔,14,16,-0.1805722456
burkina faso,16,14,0.1805722456
auvergne,16,14,0.1805722456
grenoble,59,52,0.178970141
crs,38,43,-0.1740293998
basta,15,17,-0.1699250014
la 🇫🇷,15,17,-0.1699250014
adam,7,8,-0.1699250014
jean luc mélenchon,7,8,-0.1699250014
ben ça,7,8,-0.1699250014
conseil d'etat,7,8,-0.1699250014
saint-nazaire,7,8,-0.1699250014
singapour,7,8,-0.1699250014
microsoft,26,23,0.1699250014
fabien roussel,17,15,0.1699250014
céline dion,8,7,0.1699250014
orsay,8,7,0.1699250014
zola,8,7,0.1699250014
😁😁,8,7,0.1699250014
sup,8,7,0.1699250014
windows,8,7,0.1699250014
saône-et-loire,8,7,0.1699250014
antilles,8,7,0.1699250014
el,8,7,0.1699250014
rn,1064,948,0.1663734381
bardella,156,139,0.1653377319
bah oui,36,32,0.1650592463
afrique du sud,18,16,0.1604646722
le soleil,18,16,0.1604646722
🙏🙏,16,18,-0.1604646722
michel,16,18,-0.1604646722
max,38,34,0.1561192019
sartre,9,8,0.1520030934
la bretagne,19,17,0.1520030934
hugo,19,17,0.1520030934
aïcha,9,8,0.1520030934
île de france,9,8,0.1520030934
jean-luc mélenchon,44,49,-0.1520030934
kgb,8,9,-0.1520030934
savoie,8,9,-0.1520030934
grigny,8,9,-0.1520030934
charles,26,29,-0.1520030934
iraniens,8,9,-0.1520030934
🤦‍♂️,8,9,-0.1520030934
george orwell,8,9,-0.1520030934
ben,109,121,-0.149377624
hanouna,164,148,0.1471536938
😂😂😂,30,27,0.1468413883
bruno retailleau,76,84,-0.1426043954
groenland,28,31,-0.1420190049
✍️,10,9,0.1375035237
auschwitz,10,9,0.1375035237
france insoumise,10,9,0.1375035237
salamé,10,9,0.1375035237
samsung,10,9,0.1375035237
arabie,10,9,0.1375035237
donaldtrump,9,10,-0.1375035237
léo,9,10,-0.1375035237
pierre palmade,9,10,-0.1375035237
place de la république,9,10,-0.1375035237
edwy plenel,9,10,-0.1375035237
onfray,9,10,-0.1375035237
saint-denis,9,10,-0.1375035237
c,239,218,0.132103536
le figaro,22,20,0.1312445333
le monde,22,20,0.1312445333
danemark,20,22,-0.1312445333
l'italie,10,11,-0.1255308821
pacifique,10,11,-0.1255308821
assad,10,11,-0.1255308821
mohammed,11,10,0.1255308821
la bible,61,56,0.1213062962
italie,103,112,-0.1197392443
emmanuel macron,222,241,-0.1179633374
😈,23,25,-0.1154772174
marinelepen,23,25,-0.1154772174
⁩,12,11,0.1154772174
cayenne,12,11,0.1154772174
jean,40,37,0.1096244912
antivax,12,13,-0.1069152039
dordogne,12,13,-0.1069152039
renaud,12,13,-0.1069152039
bouffer,13,12,0.1069152039
toulon,28,26,0.103093493
edf,57,53,0.103093493
x.,54,58,-0.1012833358
essonne,13,14,-0.09953567355
aïd,13,14,-0.09953567355
venise,13,14,-0.09953567355
➡️,14,13,0.09953567355
betharram,14,13,0.09953567355
morbihan,14,13,0.09953567355
rousseau,28,30,-0.09621531526
🥳,64,60,0.09163047547
laurent wauquiez,32,30,0.09019780897
🤣🤣,268,285,-0.08840897422
jordan bardella,67,63,0.08746284125
fillon,32,34,-0.08488889759
noël,84,89,-0.08246216019
etats-unis,85,90,-0.0815298855
tocard,53,56,-0.078002512
mercosur,38,36,0.07594885323
retailleau,130,137,-0.07510145524
merci,81,85,-0.06871275008
🫤,21,20,0.06711419586
ok,20,21,-0.06711419586
rennes,126,132,-0.06659774873
hop,22,21,0.06413033742
grèce,45,43,0.06413033742
pétain,45,43,0.06413033742
france inter,48,46,0.06012099244
parisiens,71,74,-0.05889368905
jordanie,25,24,0.05658352837
marine,56,54,0.05153030064
bravo !,56,58,-0.0497530352
mexique,28,29,-0.04890960048
fdp,63,65,-0.04439411936
🥵,31,32,-0.04439411936
😁,32,33,-0.04306872189
bravo,344,334,0.04243526632
seconde guerre mondiale,34,33,0.04182017569
si,78,80,-0.03606925471
suède,41,42,-0.03394733192
bruno,45,46,-0.03102689562
🤡🤡🤡,53,54,-0.02647221136
état,56,57,-0.02509098096
mr le président,1,1,0
roger holeindre,2,2,0
🙏 de magnifiques échanges constructifs,1,1,0
yougov,1,1,0
eelv de lyon,1,1,0
pétain-mitterrand,1,1,0
rah mon pauvre !!!,1,1,0
juif,3,3,0
lucien cerise,1,1,0
raoult,3,3,0
😪😪😪,1,1,0
léguerez,1,1,0
valeurs actuelles,3,3,0
vpn,1,1,0
newsguard,1,1,0
nottingham,1,1,0
marthe keller,1,1,0
trump 🤣🤣🤣,1,1,0
france 1,1,1,0
l’andalousie,1,1,0
parole du christ,2,2,0
zuckerberg,5,5,0
pquoi,1,1,0
hidalgo,21,21,0
godefroy de montmirail,1,1,0
freddie,1,1,0
hauteville-les-dijon,1,1,0
marlene,1,1,0
sardou,1,1,0
abatoirs,1,1,0
fabien gay,1,1,0
bravo monsieur trompe !,1,1,0
devillepin,2,2,0
constantin,1,1,0
thévenot,5,5,0
bourdin,2,2,0
police de vichy,1,1,0
paris 🤣🤣🤣🤣🤣,1,1,0
bravo canal,1,1,0
haussman,1,1,0
marylin monroe,1,1,0
prcq,2,2,0
🤣🤣😂😂,1,1,0
anthony,3,3,0
rnr,1,1,0
bfm c,1,1,0
loire-inférieure,1,1,0
henry viii,1,1,0
serbie 🇷🇸,1,1,0
harki,1,1,0
françois xavier bellamy,1,1,0
hôtel de ville de paris,1,1,0
jacques lacan,1,1,0
دينك,1,1,0
drian,1,1,0
quentin,1,1,0
haut-karabakh,1,1,0
pvv,1,1,0
👏🏼👏🏼,1,1,0
crétin !,1,1,0
mme balkany,1,1,0
🤡🥳,2,2,0
convention de genève,1,1,0
christophe barbier,2,2,0
fitness park,1,1,0
annie,1,1,0
george floyd,1,1,0
ouin ouin ouin ouin ouin,1,1,0
fpe,1,1,0
ferand,1,1,0
ivry-sur-seine,1,1,0
intéressant,5,5,0
bravo 👏👏👏,2,2,0
🍄,1,1,0
république populaire de chine,1,1,0
contentmarketing webagency,1,1,0
ste anne,2,2,0
the shield,1,1,0
whatsapp +22999694934,1,1,0
miam,1,1,0
📽️les,1,1,0
🎫,2,2,0
malhonnêté,1,1,0
this is the end,1,1,0
white,1,1,0
blake,1,1,0
eat,1,1,0
luther king,1,1,0
emmanuelle,3,3,0
macon,1,1,0
bonjour florence,1,1,0
z',1,1,0
fourvière,1,1,0
lapix,2,2,0
vhs,2,2,0
🤡 merci,1,1,0
brusa,1,1,0
benssoussan,1,1,0
delanoë,1,1,0
celik,1,1,0
elizabeth,1,1,0
ville de,6,6,0
telefoot,1,1,0
voldemort,2,2,0
alice,2,2,0
muhammad ibn jamal al-kharshi al-maliki,1,1,0
fnp,1,1,0
rege,1,1,0
pierre,11,11,0
benoît hamon,1,1,0
gt,1,1,0
moooort,1,1,0
qd ça,1,1,0
🇪🇺🇺🇸,1,1,0
grece,1,1,0
has,1,1,0
malcom x,1,1,0
holodomor,1,1,0
ursula !,1,1,0
montfermeil,1,1,0
m wbercoff,1,1,0
démocratie,1,1,0
catherine frot,1,1,0
general,1,1,0
guerre d’israël,1,1,0
royaume-uni 🇬🇧,1,1,0
allez-y. merci,1,1,0
rn ça,1,1,0
marc ferracci,1,1,0
mike pence,1,1,0
goebbels,9,9,0
.je,1,1,0
pablo picasso,2,2,0
bouche cousue,1,1,0
afd demain,1,1,0
dr angela stanton,1,1,0
france zemmour,1,1,0
corleone,1,1,0
guerre du feu,1,1,0
✊✊✊,1,1,0
deces,1,1,0
parti national socialiste,1,1,0
lolll,1,1,0
mr musk,1,1,0
france actualités,1,1,0
gérard mestrallet,1,1,0
🤡🤡🤡🤡,11,11,0
sam altman,1,1,0
gojira,3,3,0
josé bové,1,1,0
ppraud,1,1,0
raoul,1,1,0
snes-fsu,1,1,0
زوجته تماما,1,1,0
saint ouen,2,2,0
ben gourion,1,1,0
myriam palomba officiel,1,1,0
sous-merdes,1,1,0
saint quentin,1,1,0
flop,1,1,0
médiavers,1,1,0
ca ;),1,1,0
petochard,1,1,0
christ sur terre,1,1,0
a13,1,1,0
adolf hitler,13,13,0
julien rochedy,1,1,0
pierre moscovici,3,3,0
7j/7,1,1,0
van der,2,2,0
lando,1,1,0
bernard maris,1,1,0
✊️,1,1,0
conard,1,1,0
lino ventura,2,2,0
mme trochu,1,1,0
confédération,1,1,0
ufc paris,1,1,0
inpi,2,2,0
mme borne,1,1,0
magnifique,2,2,0
he,2,2,0
الاسـلامي فقـه,1,1,0
magnifiques,2,2,0
😘❤️,2,2,0
ان اعتدى,1,1,0
gifi,2,2,0
demago,2,2,0
google play,1,1,0
prince harry,1,1,0
gta 6 ça,1,1,0
📽️ the doors,1,1,0
paix,1,1,0
michel bouquet,1,1,0
apple pay,1,1,0
"l""urss",1,1,0
hayer,2,2,0
.pourquoi,1,1,0
bravo c’,1,1,0
😿,4,4,0
takashi kinoshita,1,1,0
riss,1,1,0
m. faure,1,1,0
rn de fréjus,1,1,0
jamaïque,1,1,0
naima,2,2,0
capitale des gaules,1,1,0
france palestine,1,1,0
🐄,1,1,0
😱😡,2,2,0
cheh !,2,2,0
guillaume tissier,1,1,0
trump &amp,2,2,0
maghreb united,1,1,0
merde mdr,1,1,0
🤡😡,1,1,0
yep,1,1,0
perso,10,10,0
🌬,1,1,0
oural,2,2,0
munlyo,1,1,0
riyad,5,5,0
varennes,1,1,0
quai branly,1,1,0
👍🏼👍🏼👍🏼,1,1,0
paulin césari,1,1,0
lambert,2,2,0
bfm !,1,1,0
juivasse,1,1,0
david douillet,1,1,0
bac-12,1,1,0
félicie,1,1,0
ww2,1,1,0
j t,1,1,0
bm,2,2,0
anthony blinken,1,1,0
🤣😉,1,1,0
marguerite de la garaye,1,1,0
👽,1,1,0
hé ho,1,1,0
donald trump - france-amérique,1,1,0
j02024,1,1,0
🤣🤣🤣 la france,1,1,0
tegner,1,1,0
chromosomey,1,1,0
abdus,1,1,0
bceao,2,2,0
upselling,1,1,0
mdr oui,1,1,0
😣,3,3,0
estonie,7,7,0
ça !,2,2,0
✊✊,1,1,0
génial,8,8,0
40k,1,1,0
anc,1,1,0
sarahknafo,1,1,0
😳🤣,2,2,0
ouf !!,1,1,0
rixe,1,1,0
alalala,1,1,0
vieux le pen,1,1,0
valentin,3,3,0
bruno le maire,5,5,0
franjo,1,1,0
guerre de la russie,1,1,0
ibn kathir,1,1,0
marie lebec,1,1,0
jean maïa,1,1,0
les misérables,1,1,0
philippe katherine,1,1,0
🇪🇺 la france,1,1,0
soufi,1,1,0
rima !,1,1,0
rené clément,1,1,0
dorothée,1,1,0
ketamine,3,3,0
🤣🙏👌,1,1,0
bdm,1,1,0
gorbatchev,1,1,0
paul midy,1,1,0
despote,1,1,0
cher david,1,1,0
staytuned,1,1,0
egalite,1,1,0
saint-chamond,1,1,0
villeneuve d’ascq,1,1,0
jme,2,2,0
bella,1,1,0
🤪🤣,1,1,0
oudea,1,1,0
lapaix,1,1,0
hind rajab,1,1,0
yes !!,1,1,0
alain soral,6,6,0
international france,1,1,0
💯💯💯,1,1,0
our,1,1,0
youssouf,1,1,0
orang-outan,1,1,0
pepito,1,1,0
larry fink,1,1,0
mme aubry,1,1,0
😡😥,1,1,0
jeux olympiques,1,1,0
info 😉,1,1,0
saint-jean,1,1,0
gesara,1,1,0
lucie,2,2,0
bayroucensure,1,1,0
jp tanguy,1,1,0
merci ! :),1,1,0
charlotte d'ornellas,1,1,0
indes,1,1,0
adorno,1,1,0
henrizuber,1,1,0
mario draghi,2,2,0
la grande vadrouille,1,1,0
حقق الحاكم فوجد كلامها صحيحا هذا,1,1,0
psg 🤣🤣🤣,1,1,0
guyénot,1,1,0
chuck norris,1,1,0
chairman,1,1,0
renaud muselier,1,1,0
outlook,2,2,0
virginie,5,5,0
anderlecht,1,1,0
victor castanet,1,1,0
🎆,1,1,0
patrouille de france,1,1,0
louis gallois,1,1,0
bignon,1,1,0
usdt,1,1,0
stigmatisez,1,1,0
enjoy !,1,1,0
aulieudesupprimerl'abattemtprcompenserlabaissedsrevenusdsretraitésquiontcotisé=10%plafdà4321€&amp;retraitem=1420€n,1,1,0
institut de france,1,1,0
rohan,2,2,0
bernard tapie,1,1,0
st-brieuc,1,1,0
barrez,1,1,0
big up dillon,1,1,0
bob dylan,1,1,0
- moldavie,1,1,0
école zola,1,1,0
normands,2,2,0
sophia,1,1,0
ets2,1,1,0
conar,1,1,0
🤣🤣🤣🤡🤡🤡,1,1,0
stewart,1,1,0
lac de tibériade,1,1,0
l'arménie 🇦🇲,1,1,0
webmaster,1,1,0
céline pina,3,3,0
caligula,1,1,0
sco,1,1,0
vs rejoindriez,1,1,0
boisset,1,1,0
ben voilà !,2,2,0
coup c,1,1,0
huckleberry finn,1,1,0
viiiiiite,1,1,0
saint-pétersboug,1,1,0
🌳,1,1,0
james,2,2,0
kenyans,1,1,0
arrêtez,39,39,0
aldo,1,1,0
midjourney,1,1,0
cie,1,1,0
florian paquet,1,1,0
bobby farrell,1,1,0
v12,1,1,0
alexis,9,9,0
saint-tropez,2,2,0
république de finlande de 2000,1,1,0
يضربها,1,1,0
antony,2,2,0
toi 🤣,1,1,0
i24news,1,1,0
🙄😤,1,1,0
l’onu,4,4,0
😉😋,1,1,0
bogota,1,1,0
luçon,1,1,0
geindre,1,1,0
putsch d’alger,1,1,0
quai d’orsay,3,3,0
nations-unies,1,1,0
jacquier,1,1,0
dumont,1,1,0
han,2,2,0
tg imbécile,1,1,0
mike,4,4,0
canteloup,1,1,0
mdrrr 🤣,1,1,0
al capone,1,1,0
oxford,3,3,0
julien,14,14,0
manuel,1,1,0
zverev,2,2,0
marc frot,1,1,0
pwc,1,1,0
🤷🏼‍♀️,2,2,0
jimmy savile,1,1,0
c8 sarkozy,1,1,0
elisabeth borne,17,17,0
stephen a.,1,1,0
corneille nangaa,1,1,0
vege,1,1,0
jean pierre bacri,3,3,0
philippe !,1,1,0
clovis cornillac,1,1,0
stan,2,2,0
misandrie,1,1,0
quend,1,1,0
elisabeth bornes,1,1,0
panam,1,1,0
wim,1,1,0
pixar,1,1,0
salonagriculture2024,1,1,0
taylor sheridan,1,1,0
cardinal de,1,1,0
rené bousquet,2,2,0
puget,1,1,0
la baule,2,2,0
ia &amp,1,1,0
anna politkovskaïa,1,1,0
ma bretagne,1,1,0
reich !,1,1,0
🎥 sous toutes ses formes,1,1,0
xp,5,5,0
tunisiens,1,1,0
dantzig,1,1,0
hein ça,1,1,0
pillages,1,1,0
saint guillaume,1,1,0
val kilmer,2,2,0
philippe muray,1,1,0
canaan,1,1,0
peaky blinders,1,1,0
😄👍,3,3,0
ice,3,3,0
ironie,1,1,0
levenement,1,1,0
😘😘🍀🌹🏵️💐 bisous,1,1,0
israel jerusalem,1,1,0
vesoul,3,3,0
christian bale,1,1,0
bene,2,2,0
amnesty international france,1,1,0
prix nobel de physique 2022,1,1,0
maga,1,1,0
château rouge,1,1,0
hyères,1,1,0
lci 🤣,1,1,0
hanouna !,4,4,0
linda,2,2,0
couill,1,1,0
non!!!ou c,1,1,0
cannes -,1,1,0
reussi,1,1,0
tribunal de marseille,1,1,0
saint barth,1,1,0
boulogne-billancourt,2,2,0
grenouille,1,1,0
champagne 🍾 !,1,1,0
huns,1,1,0
merci!!,2,2,0
polanski,2,2,0
game over,2,2,0
stéphane séjourné,1,1,0
hulot,1,1,0
rayan,2,2,0
delphine,2,2,0
benji_raconte ! tiktok,1,1,0
vivaldi,3,3,0
aztèques,1,1,0
polska,6,6,0
lauréline fontaine,1,1,0
romainville,1,1,0
sinon,1,1,0
auschwitz-birkenau,1,1,0
marquinos,1,1,0
périgueux,1,1,0
ronald reagan,1,1,0
koh-lanta,2,2,0
annehidalgo,2,2,0
baltique,1,1,0
ps !,1,1,0
ca!,2,2,0
y´en,1,1,0
kurdistan syrien,1,1,0
fake news,1,1,0
merleau-ponty,1,1,0
❓️ sur le déficit structurel de 4,1,1,0
tf,1,1,0
agde,1,1,0
saint clément d'alexandrie,1,1,0
kwassa-kwassa,1,1,0
🤮😡,1,1,0
louis seigner,1,1,0
pffff,1,1,0
balavoine,2,2,0
🕊️&amp;❤️,1,1,0
porte des bretelles,1,1,0
jordan bardela,1,1,0
equateur,1,1,0
merci mec,1,1,0
grande guerre,3,3,0
beni,1,1,0
patrice lumumba,1,1,0
steven,1,1,0
macronards,1,1,0
bye-bye,1,1,0
prison de fresnes,2,2,0
dindon,1,1,0
ranceinfo,1,1,0
martha medeiros,1,1,0
aly,1,1,0
mao tse toung,1,1,0
capgemini,2,2,0
sav,1,1,0
musée grévin,1,1,0
guerre de sécession,1,1,0
jessica,2,2,0
charles denner,1,1,0
chaîne de la tnt,1,1,0
chère emmanuelle,1,1,0
trainspotting,1,1,0
jean-marie,2,2,0
david bowie,2,2,0
admirez,1,1,0
psychose,1,1,0
tatianna,1,1,0
d’italie,1,1,0
cucks,1,1,0
😥😭,1,1,0
nuits-saint-georges,1,1,0
mme braun-pivet,1,1,0
ulrich,1,1,0
grand besançon,1,1,0
werner von braun,1,1,0
kendrick lamar,1,1,0
michel leeb,2,2,0
😅😂,5,5,0
😘😘,8,8,0
kurde,1,1,0
collabo !,1,1,0
m. lepen,1,1,0
abdeslam,1,1,0
palois,1,1,0
marcel déat,1,1,0
😎😎,3,3,0
barcelone perpignan,1,1,0
bonjour cher,1,1,0
room,1,1,0
ouin ouin !,2,2,0
gargamel,3,3,0
👎👎👎👎👎,1,1,0
shaka ponk,2,2,0
👏🏻👏🏻,2,2,0
theo lhr,1,1,0
vautrez,1,1,0
saint martin,1,1,0
claude-nicolas vaudrey,1,1,0
🤔😅,2,2,0
edmond dantès,1,1,0
collard,1,1,0
bayrou-macron,1,1,0
gerard lanvin,1,1,0
tomsawyer ! tiktok,1,1,0
winnipeg,1,1,0
oui mdr,1,1,0
à cannes,1,1,0
bonjour bonjour,1,1,0
lawrence frank,1,1,0
stéphane audoin-rouzeau,1,1,0
hi-fi,1,1,0
haut-karabagh,1,1,0
ia 🤣,1,1,0
clintel,1,1,0
schiappa,1,1,0
félix lebrun,1,1,0
barbu,2,2,0
mr cohen,1,1,0
hannah arendt,3,3,0
mélenchon delogu,1,1,0
brigitte lahaie,1,1,0
sandman,1,1,0
grenoblois,4,4,0
annemasse,2,2,0
droitardes,1,1,0
🤐,14,14,0
guillaume tabard,1,1,0
juvisy-sur-orge,1,1,0
vautrin,1,1,0
national-socialisme,1,1,0
artifact,1,1,0
grok c',2,2,0
🧩,1,1,0
hé gautier,1,1,0
s21,1,1,0
dupontel,1,1,0
berliner zeitung,1,1,0
yves boisset,1,1,0
golgotha,1,1,0
sabatier,1,1,0
viéo,1,1,0
ho chi minh,1,1,0
bah y',2,2,0
au(x,1,1,0
dazn ^^,1,1,0
lp,2,2,0
jenkins,1,1,0
inde-moyen-orient-europe,1,1,0
mr retaillau,1,1,0
genevard,1,1,0
turbo-shitholisation,1,1,0
surin,1,1,0
bravo docteur,1,1,0
sp,1,1,0
ebook,2,2,0
تصدق وحينئذ,1,1,0
guy debord,1,1,0
gitmo,1,1,0
a7,1,1,0
podcasts,1,1,0
eric lombard,1,1,0
mitsubishi,1,1,0
königsberg,1,1,0
grande russie,1,1,0
lgv perpignan - monptellier,1,1,0
breizh,2,2,0
fiasco,1,1,0
aliev,1,1,0
kfir,2,2,0
eric morillot,2,2,0
ben merde,1,1,0
australiens,1,1,0
bah voila,1,1,0
nathalie goulet,1,1,0
bigbrother,1,1,0
appauvrissez,1,1,0
smash,1,1,0
😡🤢,1,1,0
république c,1,1,0
sodome et gomorrhe,1,1,0
la matrice,2,2,0
lafarge,1,1,0
على,1,1,0
ta'ala,2,2,0
🙏💪⚽,1,1,0
merci nicolas !,1,1,0
chahinez,1,1,0
😉😎,1,1,0
taïwan,18,18,0
al-sharh al-kabir,1,1,0
italie 🇮🇹,1,1,0
ecc,1,1,0
mouais,23,23,0
arkema,2,2,0
bollaert,1,1,0
17/,1,1,0
- hongrie,1,1,0
saint-siège,3,3,0
france tu,1,1,0
maidan,1,1,0
lucho,1,1,0
nsa,3,3,0
manifestation,1,1,0
pendaison,1,1,0
😘🌹🍀🍀,1,1,0
nouveaufrontpopulaire nfp,1,1,0
affaire brigitte,1,1,0
léopold,1,1,0
homère,3,3,0
myriam pallomba,1,1,0
christophe lutundula apala pen’apala,1,1,0
jenny,1,1,0
bernay,1,1,0
scpo,1,1,0
studio ghibli,1,1,0
😡😈,1,1,0
pacal praud,1,1,0
bourville,1,1,0
abbé pierre,1,1,0
william leymergie,1,1,0
danois,2,2,0
mr guedj,1,1,0
mariani,2,2,0
debat,2,2,0
dray,4,4,0
st augustin,1,1,0
le nôtre,1,1,0
m. stérin,1,1,0
lai,1,1,0
s.a,1,1,0
🎂 !,1,1,0
lawson,1,1,0
pierbattista pizzaballa,1,1,0
cour européenne des droits de l'homme,1,1,0
poussard,2,2,0
jerusalem post,1,1,0
guerres d’algérie,1,1,0
chahinez daoud,1,1,0
edith,1,1,0
🙉🙈,1,1,0
france emploi,1,1,0
19ème arrondissement de paris,2,2,0
claude malhuret,1,1,0
simone !,1,1,0
parceque c,1,1,0
🇱🙏,1,1,0
jean madiran,1,1,0
gudard,1,1,0
michel serrault,1,1,0
france soir,1,1,0
london,2,2,0
grosse pute,2,2,0
béthune,1,1,0
🤡🤷🏻‍♂️,1,1,0
ledger,1,1,0
malcolm x,1,1,0
ouagadougou,2,2,0
️pierre,1,1,0
ps eelv,1,1,0
macos sequoia,1,1,0
draguer,1,1,0
mu,2,2,0
afrique de sud,1,1,0
taaf,1,1,0
ibn taymiyyah,1,1,0
maroual beurk,1,1,0
toureiffel,1,1,0
nicolas vanier,1,1,0
gluckmann,1,1,0
catherine laborde,2,2,0
جيران,1,1,0
mauras,1,1,0
sablé,3,3,0
google trends,1,1,0
inshaallah,1,1,0
delacroix,1,1,0
mackinsey,4,4,0
graet,1,1,0
byzance,1,1,0
sofiane,1,1,0
union européenne de radio-télévision,1,1,0
envore,1,1,0
nada,2,2,0
😉!,1,1,0
robert dalban,1,1,0
ibn hazm al-andalusi,1,1,0
lgbts,1,1,0
kos,1,1,0
blc,1,1,0
الضرب المبرح ولو علم انها لا تترك,1,1,0
rima hassan !,1,1,0
anastasia colosimo,1,1,0
pedocriminel,1,1,0
wernher von braun,1,1,0
bourbonnais,2,2,0
oin-oin,1,1,0
soulèvement de strasbourg,1,1,0
chad,1,1,0
banque,1,1,0
ccc,1,1,0
