lemma,left,right,log_ratio,abs_log_ratio
turquoise,6,2,1.222392421,1.222392421
fe,2,6,-1.222392421,1.222392421
galtier,6,2,1.222392421,1.222392421
fréquentable,13,5,1.222392421,1.222392421
cindy,6,2,1.222392421,1.222392421
blablater,5,13,-1.222392421,1.222392421
averroe,2,6,-1.222392421,1.222392421
veuf,2,6,-1.222392421,1.222392421
begaudeau,2,6,-1.222392421,1.222392421
surplu,6,2,1.222392421,1.222392421
maquereau,6,2,1.222392421,1.222392421
avir,6,2,1.222392421,1.222392421
illettré,14,34,-1.222392421,1.222392421
frénésie,2,6,-1.222392421,1.222392421
saupoudrer,2,6,-1.222392421,1.222392421
verder,2,6,-1.222392421,1.222392421
contente,6,2,1.222392421,1.222392421
affaissement,2,6,-1.222392421,1.222392421
grandi,2,6,-1.222392421,1.222392421
chieur,2,6,-1.222392421,1.222392421
nao,6,2,1.222392421,1.222392421
pepe,6,2,1.222392421,1.222392421
doublage,13,5,1.222392421,1.222392421
guevara,5,13,-1.222392421,1.222392421
challenge,55,23,1.222392421,1.222392421
abscons,6,2,1.222392421,1.222392421
cout,2,6,-1.222392421,1.222392421
logorrhée,5,13,-1.222392421,1.222392421
friche,6,2,1.222392421,1.222392421
inhérent,2,6,-1.222392421,1.222392421
breizh,13,5,1.222392421,1.222392421
guêpe,2,6,-1.222392421,1.222392421
anticommuniste,2,6,-1.222392421,1.222392421
industrialiser,2,6,-1.222392421,1.222392421
yacht,13,5,1.222392421,1.222392421
associé,2,6,-1.222392421,1.222392421
idees,2,6,-1.222392421,1.222392421
crampon,6,2,1.222392421,1.222392421
charrier,2,6,-1.222392421,1.222392421
squeezi,6,2,1.222392421,1.222392421
porto,13,5,1.222392421,1.222392421
deso,6,2,1.222392421,1.222392421
monarchiste,2,6,-1.222392421,1.222392421
🌋,6,2,1.222392421,1.222392421
poulin,8,20,-1.222392421,1.222392421
realmadrid,6,2,1.222392421,1.222392421
blâme,2,6,-1.222392421,1.222392421
rhin,5,13,-1.222392421,1.222392421
substantiel,2,6,-1.222392421,1.222392421
stimulation,2,6,-1.222392421,1.222392421
guérilla,2,6,-1.222392421,1.222392421
wef,41,97,-1.222392421,1.222392421
finkielkraut,6,2,1.222392421,1.222392421
عن,6,2,1.222392421,1.222392421
frondeur,6,2,1.222392421,1.222392421
soulage,6,2,1.222392421,1.222392421
imprimante,6,2,1.222392421,1.222392421
ontario,2,6,-1.222392421,1.222392421
botanique,6,2,1.222392421,1.222392421
ratelier,2,6,-1.222392421,1.222392421
tig,2,6,-1.222392421,1.222392421
degager,2,6,-1.222392421,1.222392421
colosse,2,6,-1.222392421,1.222392421
remplace,2,6,-1.222392421,1.222392421
lelouch,6,2,1.222392421,1.222392421
milité,6,2,1.222392421,1.222392421
elab,2,6,-1.222392421,1.222392421
levy,13,5,1.222392421,1.222392421
castelbajac,2,6,-1.222392421,1.222392421
uejf,6,2,1.222392421,1.222392421
digestion,2,6,-1.222392421,1.222392421
beauc,2,6,-1.222392421,1.222392421
haytham,2,6,-1.222392421,1.222392421
ptetre,6,2,1.222392421,1.222392421
archéologie,5,13,-1.222392421,1.222392421
charette,2,6,-1.222392421,1.222392421
saisonnier,6,2,1.222392421,1.222392421
récré,5,13,-1.222392421,1.222392421
dani,6,2,1.222392421,1.222392421
maillet,2,6,-1.222392421,1.222392421
amanda,2,6,-1.222392421,1.222392421
lame,8,20,-1.222392421,1.222392421
actionnariat,6,2,1.222392421,1.222392421
transsexuel,2,6,-1.222392421,1.222392421
mêmer,2,6,-1.222392421,1.222392421
renseign,2,6,-1.222392421,1.222392421
printanier,2,6,-1.222392421,1.222392421
tariq,2,6,-1.222392421,1.222392421
ko,48,20,1.222392421,1.222392421
foudroyant,2,6,-1.222392421,1.222392421
lumiere,6,2,1.222392421,1.222392421
tie,6,2,1.222392421,1.222392421
batignolle,6,2,1.222392421,1.222392421
cater,6,2,1.222392421,1.222392421
mord,6,2,1.222392421,1.222392421
kalla,2,6,-1.222392421,1.222392421
quenelle,2,6,-1.222392421,1.222392421
crue,13,5,1.222392421,1.222392421
théodule,2,6,-1.222392421,1.222392421
cortex,2,6,-1.222392421,1.222392421
affidé,2,6,-1.222392421,1.222392421
médicamenteux,6,2,1.222392421,1.222392421
mmh,2,6,-1.222392421,1.222392421
grizou,6,2,1.222392421,1.222392421
xl,6,2,1.222392421,1.222392421
guaino,2,6,-1.222392421,1.222392421
dmitri,2,6,-1.222392421,1.222392421
mahmoud,5,13,-1.222392421,1.222392421
énergumèn,2,6,-1.222392421,1.222392421
napoleon,2,6,-1.222392421,1.222392421
nasse,6,2,1.222392421,1.222392421
imbattable,2,6,-1.222392421,1.222392421
thank,13,5,1.222392421,1.222392421
athlétique,6,2,1.222392421,1.222392421
🍆,8,20,-1.222392421,1.222392421
ramollir,2,6,-1.222392421,1.222392421
calvi,2,6,-1.222392421,1.222392421
galéré,6,2,1.222392421,1.222392421
rampant,5,13,-1.222392421,1.222392421
consciemment,6,2,1.222392421,1.222392421
phone,6,2,1.222392421,1.222392421
parloir,2,6,-1.222392421,1.222392421
bolivie,6,2,1.222392421,1.222392421
gamer,13,5,1.222392421,1.222392421
macaque,2,6,-1.222392421,1.222392421
meuse,2,6,-1.222392421,1.222392421
cardiologue,2,6,-1.222392421,1.222392421
comparse,5,13,-1.222392421,1.222392421
reveille,2,6,-1.222392421,1.222392421
halluciné,6,2,1.222392421,1.222392421
mdl,6,2,1.222392421,1.222392421
montchalin,5,13,-1.222392421,1.222392421
uerss,5,13,-1.222392421,1.222392421
sauterie,2,6,-1.222392421,1.222392421
rev,6,2,1.222392421,1.222392421
numero,6,2,1.222392421,1.222392421
hic,2,6,-1.222392421,1.222392421
pédant,2,6,-1.222392421,1.222392421
manivelle,2,6,-1.222392421,1.222392421
drop,13,5,1.222392421,1.222392421
pinailler,6,2,1.222392421,1.222392421
privatise,2,6,-1.222392421,1.222392421
lumini,2,6,-1.222392421,1.222392421
plagier,6,2,1.222392421,1.222392421
chenille,2,6,-1.222392421,1.222392421
bolchevisme,2,6,-1.222392421,1.222392421
attenta,6,2,1.222392421,1.222392421
strat,6,2,1.222392421,1.222392421
galilée,2,6,-1.222392421,1.222392421
bureaucratique,8,20,-1.222392421,1.222392421
démocratisation,6,2,1.222392421,1.222392421
tfx,6,2,1.222392421,1.222392421
anyway,6,2,1.222392421,1.222392421
passation,6,2,1.222392421,1.222392421
petasse,2,6,-1.222392421,1.222392421
realpolitik,2,6,-1.222392421,1.222392421
perpétuellement,2,6,-1.222392421,1.222392421
fissurer,2,6,-1.222392421,1.222392421
marécage,2,6,-1.222392421,1.222392421
pâqu,2,6,-1.222392421,1.222392421
angel,6,2,1.222392421,1.222392421
immensité,2,6,-1.222392421,1.222392421
inspirateur,2,6,-1.222392421,1.222392421
solar,2,6,-1.222392421,1.222392421
rodolphe,13,5,1.222392421,1.222392421
🟧,5,13,-1.222392421,1.222392421
surpuissant,6,2,1.222392421,1.222392421
abos,6,2,1.222392421,1.222392421
disparaitrer,2,6,-1.222392421,1.222392421
chauvinisme,6,2,1.222392421,1.222392421
feuj,6,2,1.222392421,1.222392421
machiavélique,5,13,-1.222392421,1.222392421
léaument,11,27,-1.222392421,1.222392421
intransigeance,6,2,1.222392421,1.222392421
caniche,14,34,-1.222392421,1.222392421
hospice,2,6,-1.222392421,1.222392421
charb,2,6,-1.222392421,1.222392421
égalitarisme,2,6,-1.222392421,1.222392421
taxi,90,38,1.222392421,1.222392421
vmc,6,2,1.222392421,1.222392421
fik,6,2,1.222392421,1.222392421
stérilité,2,6,-1.222392421,1.222392421
coqueluche,2,6,-1.222392421,1.222392421
cannibale,2,6,-1.222392421,1.222392421
soule,6,2,1.222392421,1.222392421
proliférer,5,13,-1.222392421,1.222392421
joignable,2,6,-1.222392421,1.222392421
envahissant,2,6,-1.222392421,1.222392421
pédocriminelle,6,2,1.222392421,1.222392421
pluriannuel,2,6,-1.222392421,1.222392421
multirécidiviste,5,13,-1.222392421,1.222392421
vod,6,2,1.222392421,1.222392421
sarrasin,2,6,-1.222392421,1.222392421
lea,6,2,1.222392421,1.222392421
éclairé,2,6,-1.222392421,1.222392421
📬,6,2,1.222392421,1.222392421
pacifisme,2,6,-1.222392421,1.222392421
oif,6,2,1.222392421,1.222392421
verer,6,2,1.222392421,1.222392421
surjoue,2,6,-1.222392421,1.222392421
jaure,6,2,1.222392421,1.222392421
diva,6,2,1.222392421,1.222392421
invendu,2,6,-1.222392421,1.222392421
lazar,2,6,-1.222392421,1.222392421
bague,13,5,1.222392421,1.222392421
inhabitable,6,2,1.222392421,1.222392421
hector,2,6,-1.222392421,1.222392421
féminité,8,20,-1.222392421,1.222392421
dénommer,2,6,-1.222392421,1.222392421
lawrence,6,2,1.222392421,1.222392421
🚂,6,2,1.222392421,1.222392421
moussa,17,41,-1.222392421,1.222392421
eugenie,6,2,1.222392421,1.222392421
stack,6,2,1.222392421,1.222392421
érudit,5,13,-1.222392421,1.222392421
conard,2,6,-1.222392421,1.222392421
emil,5,13,-1.222392421,1.222392421
rfi,13,5,1.222392421,1.222392421
talmudiste,2,6,-1.222392421,1.222392421
financez,6,2,1.222392421,1.222392421
🍄,2,6,-1.222392421,1.222392421
ration,2,6,-1.222392421,1.222392421
biométrique,2,6,-1.222392421,1.222392421
abstinence,2,6,-1.222392421,1.222392421
🛰,6,2,1.222392421,1.222392421
effriter,6,2,1.222392421,1.222392421
combatif,13,5,1.222392421,1.222392421
husson,2,6,-1.222392421,1.222392421
indéfendable,27,11,1.222392421,1.222392421
richissime,2,6,-1.222392421,1.222392421
empêchement,2,6,-1.222392421,1.222392421
teambuilding,2,6,-1.222392421,1.222392421
réprimander,2,6,-1.222392421,1.222392421
équitation,6,2,1.222392421,1.222392421
dénoter,5,13,-1.222392421,1.222392421
geneviève,5,13,-1.222392421,1.222392421
sellette,2,6,-1.222392421,1.222392421
étiquetage,2,6,-1.222392421,1.222392421
motorisation,6,2,1.222392421,1.222392421
approximative,6,2,1.222392421,1.222392421
encombrer,2,6,-1.222392421,1.222392421
mawa,6,2,1.222392421,1.222392421
triptyque,2,6,-1.222392421,1.222392421
tesler,5,13,-1.222392421,1.222392421
ostéopathe,2,6,-1.222392421,1.222392421
alésia,6,2,1.222392421,1.222392421
permis,6,2,1.222392421,1.222392421
sharia,2,6,-1.222392421,1.222392421
pénitencier,2,6,-1.222392421,1.222392421
echo,2,6,-1.222392421,1.222392421
🤸,6,2,1.222392421,1.222392421
huitième,13,5,1.222392421,1.222392421
onehealth,2,6,-1.222392421,1.222392421
bucarest,2,6,-1.222392421,1.222392421
régence,2,6,-1.222392421,1.222392421
assouvir,5,13,-1.222392421,1.222392421
johnson,5,13,-1.222392421,1.222392421
rampe,13,5,1.222392421,1.222392421
bsw,6,2,1.222392421,1.222392421
saône,6,2,1.222392421,1.222392421
végétation,2,6,-1.222392421,1.222392421
déculottée,2,6,-1.222392421,1.222392421
mubarak,6,2,1.222392421,1.222392421
bruel,6,2,1.222392421,1.222392421
abstraire,6,2,1.222392421,1.222392421
vitry,2,6,-1.222392421,1.222392421
automation,6,2,1.222392421,1.222392421
ressemble,6,2,1.222392421,1.222392421
vaisseau,5,13,-1.222392421,1.222392421
capitulation,8,20,-1.222392421,1.222392421
paragraphe,13,5,1.222392421,1.222392421
agathe,6,2,1.222392421,1.222392421
résidu,5,13,-1.222392421,1.222392421
entraver,11,27,-1.222392421,1.222392421
mécanicien,13,5,1.222392421,1.222392421
grrr,6,2,1.222392421,1.222392421
découpage,13,5,1.222392421,1.222392421
frontal,5,13,-1.222392421,1.222392421
alimentation,113,48,1.21818017,1.21818017
afd,42,99,-1.217591435,1.217591435
💥,197,459,-1.216133431,1.216133431
islamophobie,201,468,-1.21523263,1.21523263
résolution,129,55,1.215012891,1.215012891
saccager,27,64,-1.215012891,1.215012891
autrefois,27,64,-1.215012891,1.215012891
sucre,57,24,1.214124805,1.214124805
libanais,50,21,1.212993723,1.212993723
gt,254,109,1.212993723,1.212993723
accusatoire,21,50,-1.212993723,1.212993723
injecter,21,50,-1.212993723,1.212993723
mélanchon,18,43,-1.211504105,1.211504105
🕯,18,43,-1.211504105,1.211504105
meurtrier,75,175,-1.211504105,1.211504105
chatgpt,124,53,1.210896782,1.210896782
inde,66,154,-1.210035215,1.210035215
youtubeur,15,36,-1.209453366,1.209453366
aveuglement,31,73,-1.209453366,1.209453366
émirat,36,15,1.209453366,1.209453366
recommandation,66,28,1.208108195,1.208108195
pognon,83,193,-1.207595419,1.207595419
episode,29,12,1.206450877,1.206450877
décalage,29,12,1.206450877,1.206450877
come,29,12,1.206450877,1.206450877
rescapé,29,12,1.206450877,1.206450877
idéologique,117,271,-1.204819792,1.204819792
🎙,140,324,-1.204744556,1.204744556
aïe,52,22,1.204358499,1.204358499
observateur,22,52,-1.204358499,1.204358499
carolin,75,32,1.203533394,1.203533394
😤,108,250,-1.203359229,1.203359229
macronien,9,22,-1.201633861,1.201633861
sentence,9,22,-1.201633861,1.201633861
réplique,9,22,-1.201633861,1.201633861
tsunami,9,22,-1.201633861,1.201633861
hélicoptère,9,22,-1.201633861,1.201633861
ôter,9,22,-1.201633861,1.201633861
criminalité,29,68,-1.201633861,1.201633861
paroisse,9,22,-1.201633861,1.201633861
dessein,9,22,-1.201633861,1.201633861
cachet,9,22,-1.201633861,1.201633861
éveil,9,22,-1.201633861,1.201633861
naturellement,19,45,-1.201633861,1.201633861
souterrain,9,22,-1.201633861,1.201633861
xv,9,22,-1.201633861,1.201633861
gôche,22,9,1.201633861,1.201633861
darmon,22,9,1.201633861,1.201633861
garrido,22,9,1.201633861,1.201633861
merlin,22,9,1.201633861,1.201633861
subvention,113,261,-1.200532987,1.200532987
hahaha,61,26,1.199308808,1.199308808
purée,123,53,1.199308808,1.199308808
capitalisme,201,87,1.198779864,1.198779864
gratitude,16,38,-1.197939378,1.197939378
mâle,16,38,-1.197939378,1.197939378
baguette,16,38,-1.197939378,1.197939378
soudan,38,16,1.197939378,1.197939378
serviteur,16,38,-1.197939378,1.197939378
atelier,93,40,1.197036847,1.197036847
samuel,40,93,-1.197036847,1.197036847
monétaire,23,54,-1.196397213,1.196397213
soigneusement,6,15,-1.192645078,1.192645078
affaiblissement,15,6,1.192645078,1.192645078
cia,27,63,-1.192645078,1.192645078
pénétrer,13,31,-1.192645078,1.192645078
goldnadel,6,15,-1.192645078,1.192645078
incantation,6,15,-1.192645078,1.192645078
obstruction,15,6,1.192645078,1.192645078
openai,15,6,1.192645078,1.192645078
martial,13,31,-1.192645078,1.192645078
valéry,15,6,1.192645078,1.192645078
courtoisie,6,15,-1.192645078,1.192645078
affaibli,15,6,1.192645078,1.192645078
gouvernementbayrou,15,6,1.192645078,1.192645078
aberkane,6,15,-1.192645078,1.192645078
croisade,20,47,-1.192645078,1.192645078
hautain,6,15,-1.192645078,1.192645078
wa,15,6,1.192645078,1.192645078
clairvoyant,6,15,-1.192645078,1.192645078
vinyle,15,6,1.192645078,1.192645078
cinématographique,15,6,1.192645078,1.192645078
quarante,6,15,-1.192645078,1.192645078
elite,6,15,-1.192645078,1.192645078
detester,6,15,-1.192645078,1.192645078
peugeot,15,6,1.192645078,1.192645078
break,15,6,1.192645078,1.192645078
nationalisation,15,6,1.192645078,1.192645078
apparenter,6,15,-1.192645078,1.192645078
appropriation,15,6,1.192645078,1.192645078
pe,15,6,1.192645078,1.192645078
variole,6,15,-1.192645078,1.192645078
viking,6,15,-1.192645078,1.192645078
premium,31,13,1.192645078,1.192645078
prestige,6,15,-1.192645078,1.192645078
cdc,6,15,-1.192645078,1.192645078
dopage,15,6,1.192645078,1.192645078
paresseux,6,15,-1.192645078,1.192645078
protagoniste,6,15,-1.192645078,1.192645078
calibre,6,15,-1.192645078,1.192645078
iptv,15,6,1.192645078,1.192645078
maladresse,15,6,1.192645078,1.192645078
bamako,6,15,-1.192645078,1.192645078
angleterre,73,168,-1.191426071,1.191426071
meloni,38,88,-1.190331212,1.190331212
aise,72,31,1.189824559,1.189824559
typique,24,56,-1.189033824,1.189033824
persécuter,24,56,-1.189033824,1.189033824
légion,60,138,-1.188203735,1.188203735
éric,71,163,-1.187627003,1.187627003
marocain,188,82,1.187202993,1.187202993
millimètre,147,64,1.187085553,1.187085553
jt,39,90,-1.185866545,1.185866545
blabla,39,90,-1.185866545,1.185866545
bracelet,115,50,1.185555653,1.185555653
congrès,115,50,1.185555653,1.185555653
tjrs,165,72,1.185214872,1.185214872
oise,24,10,1.184424571,1.184424571
pantalon,21,49,-1.184424571,1.184424571
inique,10,24,-1.184424571,1.184424571
emballage,10,24,-1.184424571,1.184424571
avenue,49,21,1.184424571,1.184424571
dodo,24,10,1.184424571,1.184424571
imparfait,24,10,1.184424571,1.184424571
donbass,10,24,-1.184424571,1.184424571
brebis,24,10,1.184424571,1.184424571
🤙,24,10,1.184424571,1.184424571
recteur,10,24,-1.184424571,1.184424571
niel,24,10,1.184424571,1.184424571
nanti,10,24,-1.184424571,1.184424571
pokémon,24,10,1.184424571,1.184424571
oseille,24,10,1.184424571,1.184424571
fun,58,25,1.182203331,1.182203331
secouer,25,58,-1.182203331,1.182203331
duel,58,25,1.182203331,1.182203331
ftg,33,14,1.180572246,1.180572246
fusée,14,33,-1.180572246,1.180572246
ric,14,33,-1.180572246,1.180572246
😘,362,821,-1.179168846,1.179168846
éradiquer,37,85,-1.178337241,1.178337241
postuler,42,18,1.178337241,1.178337241
techniquement,42,18,1.178337241,1.178337241
accessible,137,60,1.177787119,1.177787119
infâme,41,94,-1.177538186,1.177538186
avignon,51,22,1.176877762,1.176877762
christophe,103,45,1.176877762,1.176877762
multinationale,51,22,1.176877762,1.176877762
conjugal,51,22,1.176877762,1.176877762
oligarchie,30,69,-1.175086707,1.175086707
entrisme,30,69,-1.175086707,1.175086707
bâtir,38,87,-1.1740294,1.1740294
salope,42,96,-1.173648087,1.173648087
escroquerie,58,132,-1.172639386,1.172639386
cad,17,7,1.169925001,1.169925001
gazeux,3,8,-1.169925001,1.169925001
incalculable,3,8,-1.169925001,1.169925001
derche,3,8,-1.169925001,1.169925001
forza,3,8,-1.169925001,1.169925001
scotch,3,8,-1.169925001,1.169925001
nouméa,17,7,1.169925001,1.169925001
linke,8,3,1.169925001,1.169925001
report,44,19,1.169925001,1.169925001
frémir,3,8,-1.169925001,1.169925001
albanais,7,17,-1.169925001,1.169925001
trader,17,7,1.169925001,1.169925001
economiqu,3,8,-1.169925001,1.169925001
reptilien,3,8,-1.169925001,1.169925001
parolin,3,8,-1.169925001,1.169925001
pressé,3,8,-1.169925001,1.169925001
rolex,8,3,1.169925001,1.169925001
swift,17,7,1.169925001,1.169925001
réparateur,8,3,1.169925001,1.169925001
monastère,3,8,-1.169925001,1.169925001
assainir,3,8,-1.169925001,1.169925001
slim,8,3,1.169925001,1.169925001
légèreté,7,17,-1.169925001,1.169925001
déchanter,3,8,-1.169925001,1.169925001
facultatif,8,3,1.169925001,1.169925001
tragiquement,3,8,-1.169925001,1.169925001
prat,3,8,-1.169925001,1.169925001
rouleau,11,26,-1.169925001,1.169925001
grosso,8,3,1.169925001,1.169925001
dostoïevski,3,8,-1.169925001,1.169925001
plaiser,3,8,-1.169925001,1.169925001
disqualification,8,3,1.169925001,1.169925001
tiger,3,8,-1.169925001,1.169925001
survol,8,3,1.169925001,1.169925001
vox,3,8,-1.169925001,1.169925001
aliénant,8,3,1.169925001,1.169925001
souscription,3,8,-1.169925001,1.169925001
écrivaine,8,3,1.169925001,1.169925001
sp,8,3,1.169925001,1.169925001
stalin,7,17,-1.169925001,1.169925001
cyrilhanouner,3,8,-1.169925001,1.169925001
guidon,8,3,1.169925001,1.169925001
relief,3,8,-1.169925001,1.169925001
irréversible,7,17,-1.169925001,1.169925001
libéraliser,3,8,-1.169925001,1.169925001
entrailles,3,8,-1.169925001,1.169925001
lancet,8,3,1.169925001,1.169925001
chabat,8,3,1.169925001,1.169925001
nrj,8,3,1.169925001,1.169925001
belligérant,3,8,-1.169925001,1.169925001
irland,3,8,-1.169925001,1.169925001
puberté,3,8,-1.169925001,1.169925001
majestueux,3,8,-1.169925001,1.169925001
surchauffe,8,3,1.169925001,1.169925001
ricochet,8,3,1.169925001,1.169925001
➖,3,8,-1.169925001,1.169925001
flo,8,3,1.169925001,1.169925001
sublimer,3,8,-1.169925001,1.169925001
gratuité,17,7,1.169925001,1.169925001
elyser,3,8,-1.169925001,1.169925001
🏙,8,3,1.169925001,1.169925001
magouilleur,8,3,1.169925001,1.169925001
fete,8,3,1.169925001,1.169925001
dep,8,3,1.169925001,1.169925001
collectionner,8,3,1.169925001,1.169925001
urticaire,3,8,-1.169925001,1.169925001
insolent,17,7,1.169925001,1.169925001
végétal,26,11,1.169925001,1.169925001
bourbon,11,26,-1.169925001,1.169925001
patauger,3,8,-1.169925001,1.169925001
décote,8,3,1.169925001,1.169925001
azote,3,8,-1.169925001,1.169925001
affectation,8,3,1.169925001,1.169925001
miteux,3,8,-1.169925001,1.169925001
constitutif,8,3,1.169925001,1.169925001
🤟,17,7,1.169925001,1.169925001
enc,11,26,-1.169925001,1.169925001
raté,11,26,-1.169925001,1.169925001
vérolé,3,8,-1.169925001,1.169925001
photographe,44,19,1.169925001,1.169925001
ostensiblement,3,8,-1.169925001,1.169925001
gaëlle,8,3,1.169925001,1.169925001
